fdate,cik,findexdate,form,coname,fsize,doccount,sec_full_path
2009-02-13,0001166691,2009-02-13,8-K,COMCAST CORP,55049.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-09-000292.txt
2009-02-18,0001166691,2009-02-18,8-K,COMCAST CORP,1312769.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001157523-09-001338.txt
2009-02-20,0001166691,2009-02-20,10-K,COMCAST CORP,4862695.0,29.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-09-033975.txt
2009-02-25,0001166691,2009-02-25,8-K,COMCAST CORP,2719594.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-09-037284.txt
2009-04-30,0001166691,2009-04-30,8-K,COMCAST CORP,844090.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001157523-09-003188.txt
2009-04-30,0001166691,2009-04-30,10-Q,COMCAST CORP,984826.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-09-093618.txt
2009-06-17,0001166691,2009-06-17,8-K,COMCAST CORP,213003.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-09-132227.txt
2009-08-06,0001166691,2009-08-06,8-K,COMCAST CORP,279822.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-09-166279.txt
2009-08-06,0001166691,2009-08-06,10-Q,COMCAST CORP,4538167.0,28.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-09-166759.txt
2009-09-02,0001166691,2009-09-02,8-K,COMCAST CORP,198893.0,3.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-09-002175.txt
2009-11-04,0001166691,2009-11-04,8-K,COMCAST CORP,222941.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-09-222941.txt
2009-11-04,0001166691,2009-11-04,10-Q,COMCAST CORP,4263758.0,35.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-09-223314.txt
2009-12-04,0001166691,2009-12-04,8-K,COMCAST CORP,2223130.0,6.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-09-003155.txt
2009-12-22,0001166691,2009-12-22,8-K,COMCAST CORP,503457.0,6.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-09-003354.txt
2010-02-03,0001166691,2010-02-03,8-K,COMCAST CORP,241697.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-020141.txt
2010-02-23,0001166691,2010-02-23,10-K,COMCAST CORP,7808202.0,33.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-037551.txt
2010-02-26,0001166691,2010-02-26,8-K,COMCAST CORP,137142.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-042560.txt
2010-03-22,0001166691,2010-03-22,8-K,COMCAST CORP,21040.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-063250.txt
2010-04-28,0001166691,2010-04-28,8-K,COMCAST CORP,224524.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-095701.txt
2010-04-28,0001166691,2010-04-28,10-Q,COMCAST CORP,4894597.0,13.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-096460.txt
2010-05-24,0001166691,2010-05-24,8-K,COMCAST CORP,35928.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-127302.txt
2010-07-07,0001166691,2010-07-07,8-K,COMCAST CORP,18971.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-154590.txt
2010-07-28,0001166691,2010-07-28,8-K,COMCAST CORP,296586.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-168035.txt
2010-07-28,0001166691,2010-07-28,10-Q,COMCAST CORP,13923015.0,11.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-168718.txt
2010-10-27,0001166691,2010-10-27,8-K,COMCAST CORP,331130.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-237280.txt
2010-10-27,0001166691,2010-10-27,10-Q,COMCAST CORP,15150039.0,13.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-237886.txt
2010-11-19,0001166691,2010-11-19,8-K,COMCAST CORP,48137.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-10-265303.txt
2010-12-03,0001166691,2010-12-03,8-K,COMCAST CORP,26223.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-10-003605.txt
2011-01-03,0001166691,2011-01-03,8-K,COMCAST CORP,26440.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-11-000002.txt
2011-01-31,0001166691,2011-01-31,8-K,COMCAST CORP,45463.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-11-000353.txt
2011-02-16,0001166691,2011-02-16,8-K,COMCAST CORP,348777.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-037238.txt
2011-02-25,0001166691,2011-02-25,8-K,COMCAST CORP,154989.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-11-000772.txt
2011-02-25,0001166691,2011-02-25,10-K,COMCAST CORP,25463792.0,27.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-047243.txt
2011-05-03,0001166691,2011-05-03,8-K,COMCAST CORP,447146.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-124022.txt
2011-05-05,0001166691,2011-05-05,10-Q,COMCAST CORP,15553431.0,14.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-126626.txt
2011-05-16,0001166691,2011-05-16,8-K,COMCAST CORP,43300.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-140888.txt
2011-07-01,0001166691,2011-07-01,8-K,COMCAST CORP,18392.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-180049.txt
2011-08-03,0001166691,2011-08-03,8-K,COMCAST CORP,661885.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-207241.txt
2011-08-03,0001166691,2011-08-03,10-Q,COMCAST CORP,16415435.0,11.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-208040.txt
2011-09-22,0001166691,2011-09-22,8-K,COMCAST CORP,14114.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-254480.txt
2011-11-02,0001166691,2011-11-02,8-K,COMCAST CORP,688153.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-291755.txt
2011-11-02,0001166691,2011-11-02,10-Q,COMCAST CORP,16190821.0,10.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-292853.txt
2011-11-07,0001166691,2011-11-07,8-K,COMCAST CORP,65951.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-299646.txt
2011-11-23,0001166691,2011-11-23,8-K,COMCAST CORP,191134.0,3.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-11-320674.txt
2011-12-02,0001166691,2011-12-02,8-K,COMCAST CORP,51452.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-11-005090.txt
2012-02-15,0001166691,2012-02-15,8-K,COMCAST CORP,737040.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-062176.txt
2012-02-23,0001166691,2012-02-23,10-K,COMCAST CORP,23638150.0,27.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-073905.txt
2012-05-02,0001166691,2012-05-02,8-K,COMCAST CORP,358627.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-202664.txt
2012-05-02,0001166691,2012-05-02,10-Q,COMCAST CORP,12764148.0,11.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-203863.txt
2012-06-01,0001166691,2012-06-01,8-K,COMCAST CORP,78451.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-12-002888.txt
2012-06-06,0001166691,2012-06-06,8-K,COMCAST CORP,27550.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-12-003003.txt
2012-06-27,0001166691,2012-06-27,8-K,COMCAST CORP,136171.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-285277.txt
2012-07-10,0001166691,2012-07-10,8-K,COMCAST CORP,299432.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-12-003539.txt
2012-08-01,0001166691,2012-08-01,8-K,COMCAST CORP,522515.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-327060.txt
2012-08-01,0001166691,2012-08-01,10-Q,COMCAST CORP,16385874.0,14.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-328850.txt
2012-08-24,0001166691,2012-08-24,8-K,COMCAST CORP,26864.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-12-004335.txt
2012-09-14,0001166691,2012-09-14,8-K,COMCAST CORP,19733.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-392575.txt
2012-10-18,0001166691,2012-10-18,8-K,COMCAST CORP,26407.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-12-005536.txt
2012-10-26,0001166691,2012-10-26,8-K,COMCAST CORP,602854.0,5.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-436501.txt
2012-10-26,0001166691,2012-10-26,10-Q,COMCAST CORP,15901612.0,14.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-437120.txt
2012-12-03,0001166691,2012-12-03,8-K,COMCAST CORP,104873.0,6.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-12-489315.txt
2013-01-09,0001166691,2013-01-09,8-K,COMCAST CORP,184511.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-13-008268.txt
2013-02-12,0001166691,2013-02-12,8-K,COMCAST CORP,58215.0,3.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-13-001016.txt
2013-02-13,0001166691,2013-02-13,8-K,COMCAST CORP,611840.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-13-053227.txt
2013-02-21,0001166691,2013-02-21,10-K,COMCAST CORP,22272051.0,26.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-13-067658.txt
2013-03-19,0001166691,2013-03-19,8-K,COMCAST CORP,35530.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-13-001853.txt
2013-03-27,0001166691,2013-03-27,8-K,COMCAST CORP,30663.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-13-002009.txt
2013-05-01,0001166691,2013-05-01,8-K,COMCAST CORP,318639.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-13-189670.txt
2013-05-01,0001166691,2013-05-01,10-Q,COMCAST CORP,15307463.0,21.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-13-191930.txt
